line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    8.999974  3.572821  4.380917  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3128  4.380917  -10.030  1.093444  7.511382  7.1697250E-01  2.6872230E-01  2.5123480E-05  6.7495181E-06  3.8272287E-03  5.1263640E-03  2.5250464E-05  2.2970119E-08  1.8768898E-03  1.5180834E-04  0.000E+00  9.332E-05  9.400E-05  9.391E-01  1.061E+00  5.81E+02  8.68E+02  2.48E+02  0.602230  0.010986  0.0000000E+00  6.8139994406E-02       4.332     3.39   -4.1821   -1.7486   -0.9216   -0.2721   -0.1161   -0.3415   -0.1676   -0.0263   -0.7069   -0.0544   -0.2412    0.2931         1   -2.4335
  2  7.712973779129984E+05    8.999903  3.575183  4.379096  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3206  4.379096  -10.028  1.075509  7.506574  7.0871960E-01  2.7712660E-01  3.1736705E-05  8.5540945E-06  4.8669251E-03  3.9317926E-03  2.0239204E-05  2.5161320E-08  1.8768898E-03  1.5180834E-04  0.000E+00  8.299E-05  9.932E-05  9.557E-01  1.050E+00  5.75E+02  0.00E+00  2.10E+02  0.522654  0.011046  0.0000000E+00  6.8134846461E-02       4.312     3.47   -4.1880   -1.7632   -0.9190   -0.2715   -0.1158   -0.3408   -0.1671   -0.0262   -0.7049   -0.0543   -0.2407    0.2925         1   -2.4247
  3  1.436879819808410E+06    8.999840  3.579984  4.377539  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3185  4.377539  -10.017  1.066478  7.504497  7.0080390E-01  2.8513710E-01  3.5484724E-05  9.5418228E-06  5.5181986E-03  3.1844804E-03  1.6817034E-05  1.7689514E-08  1.8768898E-03  1.5180834E-04  0.000E+00  7.840E-05  9.964E-05  9.589E-01  1.046E+00  5.70E+02  0.00E+00  2.00E+02  0.504897  0.011169  0.0000000E+00  6.8130634527E-02       4.299     3.52   -4.2000   -1.7825   -0.9169   -0.2710   -0.1155   -0.3401   -0.1667   -0.0261   -0.7031   -0.0542   -0.2403    0.2920         1   -2.4174
  4  2.086228543608798E+06    8.999776  3.585040  4.376170  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3171  4.376170  -10.003  1.060401  7.503373  6.9260120E-01  2.9341140E-01  3.8432253E-05  1.0319841E-05  6.0105520E-03  2.6195073E-03  1.4044513E-05  1.1818482E-08  1.8768898E-03  1.5180834E-04  0.000E+00  7.620E-05  9.889E-05  9.598E-01  1.045E+00  5.67E+02  0.00E+00  1.97E+02  0.500177  0.011300  0.0000000E+00  6.8126471924E-02       4.288     3.56   -4.2126   -1.8016   -0.9150   -0.2705   -0.1153   -0.3396   -0.1664   -0.0261   -0.7016   -0.0540   -0.2400    0.2915         1   -2.4110
  5  2.669019023219651E+06    8.999717  3.589590  4.374960  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3142  4.374960   -9.991  1.055859  7.502754  6.8455770E-01  3.0151010E-01  4.0752377E-05  1.0943111E-05  6.3893425E-03  2.1848423E-03  1.1807339E-05  9.8851972E-09  1.8768898E-03  1.5180834E-04  0.000E+00  7.475E-05  9.789E-05  9.600E-01  1.045E+00  5.64E+02  0.00E+00  1.95E+02  0.498680  0.011419  0.0000000E+00  6.8122621734E-02       4.279     3.60   -4.2240   -1.8186   -0.9133   -0.2701   -0.1150   -0.3391   -0.1660   -0.0260   -0.7002   -0.0539   -0.2397    0.2911         1   -2.4053
  6  3.253432874640007E+06    8.999657  3.594606  4.373997  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707460E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3122  4.373997   -9.976  1.052738  7.502495  6.7655260E-01  3.0955770E-01  4.2591949E-05  1.1436773E-05  6.6805311E-03  1.8506611E-03  1.0031860E-05  8.3774729E-09  1.8768898E-03  1.5180834E-04  0.000E+00  7.368E-05  9.705E-05  9.600E-01  1.045E+00  5.61E+02  0.00E+00  1.94E+02  0.499071  0.011551  0.0000000E+00  6.8118618650E-02       4.270     3.64   -4.2365   -1.8369   -0.9118   -0.2696   -0.1148   -0.3386   -0.1658   -0.0259   -0.6989   -0.0538   -0.2394    0.2907         1   -2.3996
  7  3.852457072345878E+06    8.999592  3.599674  4.373116  7.2000000E-01  2.6595590E-01  2.2831521E-03  2.7707761E-05  6.5875817E-04  5.7184752E-03  2.2656015E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3097  4.373116   -9.961  1.050109  7.502467  6.6834730E-01  3.1779710E-01  4.4046804E-05  1.1828501E-05  6.9156055E-03  1.5809534E-03  8.5711650E-06  7.1681676E-09  1.8768898E-03  1.5180834E-04  0.000E+00  7.272E-05  9.613E-05  9.598E-01  1.045E+00  5.58E+02  0.00E+00  1.94E+02  0.499988  0.011687  0.0000000E+00  6.8114347781E-02       4.262     3.67   -4.2492   -1.8551   -0.9105   -0.2692   -0.1145   -0.3382   -0.1655   -0.0259   -0.6976   -0.0537   -0.2391    0.2903         1   -2.3941
  8  4.436870923766241E+06    8.999527  3.604798  4.372347  7.2000000E-01  2.6595590E-01  2.2831494E-03  2.7709560E-05  6.5875939E-04  5.7184751E-03  2.2656032E-06  1.2899736E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3073  4.372347   -9.946  1.048169  7.502668  6.6029390E-01  3.2587760E-01  4.5254079E-05  1.2153003E-05  7.1006543E-03  1.3685585E-03  7.4007369E-06  6.1954117E-09  1.8768898E-03  1.5180834E-04  0.000E+00  7.189E-05  9.537E-05  9.596E-01  1.045E+00  5.55E+02  0.00E+00  1.93E+02  0.501219  0.011826  0.0000000E+00  6.8110001706E-02       4.253     3.71   -4.2620   -1.8727   -0.9093   -0.2689   -0.1143   -0.3378   -0.1653   -0.0258   -0.6965   -0.0537   -0.2389    0.2900         1   -2.3893
  9  5.021284775186590E+06    8.999460  3.610054  4.371674  7.2000000E-01  2.6595590E-01  2.2831377E-03  2.7716590E-05  6.5876611E-04  5.7184748E-03  2.2656145E-06  1.2899712E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3052  4.371674   -9.930  1.046614  7.503009  6.5221260E-01  3.3398080E-01  4.6309849E-05  1.2435352E-05  7.2508738E-03  1.1960264E-03  6.4391290E-06  5.3996252E-09  1.8768898E-03  1.5180834E-04  0.000E+00  7.111E-05  9.462E-05  9.594E-01  1.045E+00  5.53E+02  0.00E+00  1.93E+02  0.502414  0.011970  0.0000000E+00  6.8105464891E-02       4.246     3.74   -4.2751   -1.8901   -0.9083   -0.2686   -0.1141   -0.3375   -0.1651   -0.0257   -0.6956   -0.0536   -0.2387    0.2897         1   -2.3850
