ID,STAR,RA,DEC,GAL,SpC,TIC,AVECROWD,MK,JK,BR,RUWE,TEFF,e_TEFF,SLOGL,IQR,e_IQR,PSI,e_PSI,SKW,e_SKW,ZCR,e_ZCR,MSP,e_MSP,MSD,e_MSD,MSC,e_MSC,MSS,e_MSS
370,2MASSJ01243435-7327318,21.14326750931,-73.45881834011,SMC,B3(II),183979101,,-3.9519582186094304,-0.20200061798095703,-0.2646017074584961,1.0269999504089355,,,,,,,,,,,,,,,,,,,
371,2MASSJ01245730-7232257,21.23871378176,-72.54042055676,SMC,B8(II)e?,183980046,,-3.9529586229673406,1.0829992294311523,0.005634307861328125,1.1039999723434448,,,,,,,,,,,,,,,,,,,
372,2MASSJ01252671-7417333,21.3614317964,-74.29260555606,SMC,B8(II),183978985,,-4.312958279644587,-0.1789999008178711,-0.0389556884765625,1.1699999570846558,,,,,,,,,,,,,,,,,,,
373,HD236740,21.859633,60.284459,MW,B2Ib,422533258,0.97955102,-5.3180516161756834,0.1529998779296875,0.6791467666625977,0.9509999752044678,18600.0,600.0,3.830941626838953,0.01676863664761186,,1.636097935511997,,-0.541139999837031,,0.005041124966834704,,0.1304715222768716,,0.1528727419155385,,-0.00291877009676451,,0.03488976873633508,
374,2MASSJ01280841-7340123,22.03488804862,-73.67012019926,SMC,B8(II),184137194,,-4.637958088909723,0.040999412536621094,-0.015717506408691406,1.0420000553131104,,,,,,,,,,,,,,,,,,,
375,2MASSJ01281537-7314436,22.0640751223,-73.24544044944,SMC,B9(II),184134931,,-3.729958096539118,0.43400001525878906,0.061690330505371094,1.0130000114440918,,,,,,,,,,,,,,,,,,,
376,2MASSJ01282800-7246556,22.11659168172,-72.78209992323,SMC,B3II,184137339,,-5.58995870689068,-0.10499954223632812,-0.1559925079345703,0.9890000224113464,,,,,,,,,,,,,,,,,,,
377,2MASSJ01285691-7245065,22.23706504301,-72.75181800203,SMC,B8I,184137363,,-6.282958546673395,0.03800010681152344,0.0642557144165039,1.0700000524520874,,,,,,,,,,,,,,,,,,,
378,2MASSJ01301095-7318557,22.54563112578,-73.31547437419,SMC,B6I[e],184137254,,-5.776958027874567,0.2589998245239258,0.1720590591430664,0.9620000123977661,,,,,,,,,,,,,,,,,,,
379,2MASSJ01303223-7343218,22.63428195244,-73.72274978131,SMC,B8(II),184137183,,-3.5949588213315984,0.07800006866455078,-0.030893325805664062,1.1080000400543213,,,,,,,,,,,,,,,,,,,
380,2MASSJ01304446-7304258,22.68522328596,-73.07382844694,SMC,B2Ia,303911181,,-5.86195806602154,-0.08100032806396484,-0.17292499542236328,0.9279999732971191,,,,,,,,,,,,,,,,,,,
381,HD9105,22.82496481622,63.34757528081,MW,B5Iab,389640061,0.97202098,-5.88741603062725,0.2350001335144043,0.8344631195068359,0.8809999823570251,,,,0.01486924383789301,,1.507135764979647,,-0.02159058505518991,,0.009060315816722755,,0.1032098494493547,,0.1336816945369937,,-0.00284172598637648,,0.03040294881801016,
382,2MASSJ01325924-7339287,23.24688910318,-73.65800218436,SMC,B9(II),303950399,,-4.359958210980036,0.1269998550415039,0.05333518981933594,0.968999981880188,,,,,,,,,,,,,,,,,,,
383,HD9311,23.3083552109,60.68643740984,MW,B5Ib,389771388,0.87617987,-5.764666263893165,0.11500024795532227,0.4746971130371094,0.9259999990463257,,,,0.01575993094593287,,1.550299304852394,,-0.09848631456245956,,0.007765984985762361,,0.1753248012373327,,0.1791942060329974,,-0.0016267158866951,,0.04128530197571569,
384,2MASSJ01334326-7324348,23.4302806292,-73.40968301329,SMC,B8(II),303953608,,-3.497958699261286,0.42600059509277344,0.033000946044921875,0.9739999771118164,,,,,,,,,,,,,,,,,,,
385,2MASSJ01341596-7336032,23.56652892356,-73.60093792891,SMC,B2.5(II)e,303953516,,-4.939958134686091,0.25500011444091797,0.007807731628417969,0.9929999709129333,,,,,,,,,,,,,,,,,,,
386,2MASSJ01343240-7338449,23.6349907578,-73.64586234899,SMC,B8(II),303953498,,-3.931958714520075,0.25,-0.04073905944824219,1.0479999780654907,,,,,,,,,,,,,,,,,,,
387,2MASSJ01361227-7257481,24.05112582922,-72.96335353175,SMC,B5(II),303954874,,-2.7879586611143132,-0.3260002136230469,-0.2505922317504883,1.0299999713897705,,,,,,,,,,,,,,,,,,,
388,2MASSJ01361431-7335182,24.05953069661,-73.58840651895,SMC,B5(II),303972525,,-3.5219588671079656,-0.1359996795654297,-0.06553840637207031,0.9929999709129333,,,,,,,,,,,,,,,,,,,
389,BD+60279,24.105159,60.980502,MW,B2II,390124321,0.94545174,-3.7451891110263063,0.018999099731445312,0.28829002380371094,0.8980000019073486,22800.0,650.0,3.524629237969103,0.002894684323109686,,1.263571367680258,,-0.4397473222732917,,0.0717059280352058,,0.8315035688485828,,0.2260622956621023,,-0.00187671519308722,,0.05166999526043838,
390,2MASSJ01365370-7342515,24.22388467698,-73.71430549676,SMC,B8(II),303978164,,-4.7609582338682195,-0.10500049591064453,-0.049698829650878906,1.0379999876022339,,,,,,,,,,,,,,,,,,,
391,2MASSJ01371250-7248270,24.30211571849,-72.80749314674,SMC,B9(II),303978929,,-4.910958806072809,0.06000041961669922,0.048778533935546875,0.9890000224113464,,,,,,,,,,,,,,,,,,,
392,2MASSJ01371704-7326409,24.32106273595,-73.44468941093,SMC,B5(II),303978398,,-4.012958088909723,-0.01800060272216797,-0.06562614440917969,0.8889999985694885,,,,,,,,,,,,,,,,,,,
393,2MASSJ01372694-7345472,24.36221862186,-73.76311455809,SMC,B5(II),303978134,,-3.5249581728330632,-0.0030002593994140625,-0.057053565979003906,1.1410000324249268,,,,,,,,,,,,,,,,,,,
394,2MASSJ01385475-7324100,24.72817384527,-73.40276666761,SMC,B5(II),303981093,,-4.469958821331598,-0.09200000762939453,-0.10678672790527344,1.0549999475479126,,,,,,,,,,,,,,,,,,,
395,HD10063,24.92628101873,55.78423476052,MW,B8Iab,400495782,0.99106061,-5.760770759602924,0.06599998474121094,0.4166107177734375,0.8870000243186951,,,,0.006117547804024071,,1.794286308055356,,-0.5584342474895262,,0.01469045120671563,,0.1155163825667028,,0.1371584175349922,,-0.00222447665464586,,0.03132836966680896,
396,HIP7912,25.42528494303,-73.84393999434,SMC,B1.5Ia,304036373,,-7.055958310162165,-0.0019998550415039062,-0.060024261474609375,1.0570000410079956,,,,,,,,,,,,,,,,,,,
397,LSI+61218,25.76676310269,61.80988209661,MW,B1.5Ie,372716186,0.93333924,-2.9119773616276916,0.38000011444091797,1.1989831924438477,1.253000020980835,,,,0.02946488140150905,,1.291742222188505,,0.27286206838326,,0.02329795495728708,,0.4759516087936528,,0.2312252669015452,,-0.00288456214256832,,0.05267215844654305,
398,BD+62297,25.85252187632,63.60339594817,MW,B1Ib,372722475,0.9730419933333333,-4.49647343977097,0.22099971771240234,0.9376354217529297,0.9639999866485596,,,,0.009113335205862919,0.0008352170187190191,1.393985481638572,0.09792544795742661,-0.1810320904909381,0.244409119775744,0.0245833195514668,0.006965779269420742,0.7151704040701811,0.15952503563542741,0.3228280301516874,0.03658441247368101,-0.00391496768107833,0.000742790861906784,0.0741835169254302,0.008575457166090119
399,LSI+60176,25.90644848725,60.49748215832,MW,B1II,372627092,0.96395496,-2.6389976880389696,0.1529998779296875,0.6924924850463867,0.953000009059906,,,,0.01474418980069458,1.9937055185437202e-05,3.248329492576465,0.1039114750496959,-0.1662460576962751,0.05137535619096785,0.06297963856516003,0.0008839076466606761,0.9020479560012977,0.1822386313076121,0.2124965294971911,0.044156186555059276,-0.00136037367916284,0.002440394089002657,0.04428199067209809,0.00943240746088124
400,LHA115-S65,26.016126249999996,-74.68050000000001,SMC,B[e]SG,304055856,,-9.23795847037945,1.0920000076293945,0.4862661361694336,1.0399999618530273,16982.43652461746,,,,,,,,,,,,,,,,,,
401,LSI+61222,26.03350681929,61.89525851689,MW,B2II,372857689,0.63954687,-3.674095461223512,0.30900001525878906,1.1853141784667969,1.059000015258789,,,,0.004205296747386456,,1.121601236638226,,-0.0805965683391283,,0.09940460781775821,,1.317427680690952,,0.2569516197251356,,0.003028705444562517,,0.05833311970193632,
402,2MASSJ01450379-7431326,26.26581233701,-74.52572124789,SMC,B9Ia,304058325,,-7.402958432232477,0.04199981689453125,0.07649898529052734,1.093000054359436,,,,,,,,,,,,,,,,,,,
403,BD+60331,26.48381592484,61.23480865122,MW,B8Iab,399354849,0.93726563,-5.410606045253875,0.3660001754760742,1.224604606628418,0.9779999852180481,,,,0.008421728620305657,,1.435705585164102,,-0.5518293250705095,,0.05203209940460782,,0.2820116572092428,,0.07114972442405193,,0.004959793320903278,,0.008394654065322093,
404,HD232522,26.509171,55.331948,MW,B1II,71980307,0.92300975,-3.9031135923991656,-0.056000709533691406,-0.016824722290039062,1.059999942779541,25900.0,700.0,3.566088906292295,0.002671142254257575,,1.110940772944848,,0.006606696627323337,,0.06925498426023086,,2.059353499045138,,0.347913858889645,,-0.00985408301799675,,0.07715165749202388,
405,BD+60333,26.520392,61.228233,MW,B5Ib,399354894,0.8098799,-5.270408367458764,0.35199975967407227,1.105031967163086,1.0700000524520874,15100.0,450.0,3.7687976391399656,0.01067131594754755,,1.657723332114756,,0.2030121346816028,,0.01449650530675641,,0.1998575272714843,,0.1788724382175027,,-0.00279876762507264,,0.04095925868249796,
406,LSI+61229,26.53042021289,62.0241709719,MW,B1II,399352491,0.96865767,-3.064099358336737,0.20600032806396484,0.95062255859375,1.0080000162124634,,,,0.01420954614877701,,1.667729531626259,,-0.03445305722686486,,0.01734403313486927,,0.2209514697351575,,0.1218832036371861,,-0.00391835625970306,,0.02688287307390449,
407,BD+60336,26.54258529664,61.44257051098,MW,B9Iab,399354105,0.95739067,-5.038279554988208,0.3400001525878906,1.1533832550048828,0.9419999718666077,,,,0.003377585613634437,,1.720492958296485,,0.4586531875648966,,0.02692208128397618,,0.2865003450790627,,0.1344525625377128,,-0.00057636495081559,,0.03036512865952157,
408,BD+60339,26.599108,61.258224,MW,B6Iabe,399354719,0.91541696,-5.3224396756276064,0.2670001983642578,0.957939624786377,0.859000027179718,14700.0,450.0,3.822159188959992,0.01176180248148739,,1.523007113163279,,-0.1043732350502262,,0.01346104064198809,,0.1619800825976904,,0.1735585456257073,,-0.00297592472506245,,0.03969066149959743,
409,2MASSJ01463261+6121180,26.63592520159,61.35499907564,MW,B6Iab,399437306,0.94313878,-4.059594418058449,0.26399993896484375,1.1218290328979492,5.109000205993652,,,,0.002645824162755162,,0.7233190864239594,,0.2530716941603328,,0.1876779704892571,,1.254640747440986,,0.130955829827904,,0.01305593353136027,,0.004913712023747884,
410,BD+60343A,26.643789,61.262471,MW,B6Ia,399436961,0.64861882,-4.2696205901841005,0.22900009155273438,0.8540058135986328,0.9259999990463257,19400.0,500.0,3.614096769688192,0.006493164924904704,,1.446389938127279,,-0.0711915254899431,,0.04090085425834843,,0.7173305061929843,,0.2917661213179866,,-0.00192446108729751,,0.06729699269002806,
411,BD+60345,26.690399,61.50261,MW,B0II:,399437746,0.91882783,-3.7121775606178,0.21700000762939453,0.8340120315551758,1.0190000534057617,28500.0,600.0,3.9222692900013287,0.003565312712453306,,1.180335626145503,,0.05818447313063897,,0.06031581672275434,,2.288445028882259,,0.3956387892102152,,-0.01050378085648318,,0.08874007922816105,
412,HD10756,26.73495628434,60.66976058516,MW,B8Iab,399434767,0.99154574,-6.259575302622704,0.1920003890991211,0.7000479698181152,1.3839999437332153,,,,0.009788904804736376,,1.574238417986858,,0.6187157608478051,,0.01915609629821382,,0.06179021376453409,,0.1146920603038186,,-0.00029889493438167,,0.02646533502618755,
413,BD+60347,26.78713651279,61.19845461265,MW,B9IIp,399436643,0.93140179,-4.861099695340052,0.35900020599365234,1.1723718643188477,0.9509999752044678,,,,0.001673474500421435,,1.074397116267204,,-0.1651441161299438,,0.1224436966088532,,0.5930141177578272,,0.1213140151022575,,0.01134162418912235,,-0.00834014068369257,
414,BD+60351,26.83399,61.131996,MW,B6Iab,399436323,0.86250949,-4.72042573813188,0.24100017547607422,0.9224557876586914,0.9610000252723694,17100.0,650.0,3.5948742915359033,0.005110273021273315,,1.596677859189446,,0.04804051093952085,,0.04115972042454051,,0.4501865512200856,,0.2473510260296977,,0.000449864325377505,,0.05711252087507223,
415,HD10898,27.146005,58.457854,MW,B2.5Ib,403577133,0.99541479,-5.776635987555011,0.14499998092651367,0.5216097831726074,1.0219999551773071,18700.0,400.0,3.9202562761132835,0.01329411147162318,,1.51743423485957,,-0.3132737190441467,,0.03489137590520079,,0.2585103551345631,,0.1484272182291225,,0.000223471264580594,,0.03384552213342623,
416,HIP8470,27.30238259576,-74.01030221486,SMC,B6Ia,304095992,,-6.936958828960993,-0.00099945068359375,0.029249191284179688,1.1150000095367432,,,,,,,,,,,,,,,,,,,
417,BD+60365,27.82322982218,61.07770501705,MW,B6Ib,373793175,0.88777006,-4.01314789905668,0.27900028228759766,1.0698776245117188,0.9120000004768372,,,,0.000549018484889529,,0.004207266565984987,,-0.06435339980987605,,0.5213564587108465,,1.989886053407203,,0.3012767305795229,,0.01204038321043543,,-0.06412159110818252,
418,LSI+60198,28.08150780454,60.97337960257,MW,B8Iab,10250694,0.87172073,-4.786807312398796,0.570000171661377,1.7452754974365234,1.1150000095367432,,,,0.001334147615125403,,0.8521689221176817,,0.235675887086851,,0.1827595133316076,,1.056804449768431,,0.1313735573215123,,0.01121530297883059,,-0.01179511188448207,
419,BD+60369,28.24452,60.854336,MW,B2II,373896487,0.96446538,-4.211992794323386,0.29600048065185547,0.9795475006103516,0.996999979019165,21100.0,1150.0,3.6900196711580584,0.00584420096129179,,1.498236836825311,,-0.1320049864635692,,0.05177323323841574,,0.7422440950894688,,0.289379877119463,,0.000446163138777875,,0.06680276962054518,
420,2MASSJ01531015-7355067,28.2923909134,-73.9185348795,SMC,B5Iab,304133409,,-6.450958767925837,-0.08699989318847656,-0.11225700378417969,1.1039999723434448,,,,,,,,,,,,,,,,,,,
421,BD+61342,28.31553962556,62.54680571241,MW,B0.5II,373902815,0.9156416833333334,-3.7994834190083466,0.11900043487548828,0.6420869827270508,0.9359999895095825,,,,0.008655580478565147,0.0005589873988510314,1.405247091713084,0.08568732828700118,1.456475722231232,0.22620567196381006,0.0237554598874187,0.004110757425423055,0.4649437602046892,0.032010340822858176,0.2328998859801263,0.017387258501120082,-0.00543275639999971,0.001180757081538551,0.05271085811830049,0.0038721392630531775
422,2MASSJ01533465-7402582,28.39450017366,-74.04952322889,SMC,B8I,304133349,,-6.134958783184626,-0.04599952697753906,-0.0878763198852539,1.1330000162124634,,,,,,,,,,,,,,,,,,,
423,BD+60389,29.33193521096,61.13070009663,MW,B9Ib,10964016,0.97347826,-4.237637972168038,0.21000003814697266,0.8526525497436523,0.9890000224113464,,,,0.004647016176022589,,1.367399797243078,,-0.1347150797185931,,0.04426611441884545,,1.034516788161521,,0.3546665924487864,,-0.00364595801365425,,0.08166618240994837,
424,BD+59387,30.654978,60.079775,MW,B2.5IIN-weak,400743364,0.93404621,-4.194051328706184,0.2370004653930664,0.8868627548217773,0.9700000286102295,21000.0,1950.0,3.711767028902965,0.005505776382051408,,1.579618932016038,,-0.3083535543341163,,0.03675899559927517,,0.6430047617910237,,0.2922433459959184,,-0.00120053022005973,,0.06753057894257843,
425,HD12301,30.75078166666666,64.39001777777779,MW,B7II,400674844,0.9985890214285715,-5.249159058881233,0.2069997787475586,0.6069507598876953,1.003999948501587,14000.0,,3.8274019926802403,0.00483672134993997,0.001512938678274566,1.578147353506466,0.19337157593089915,-0.02101253448523805,0.5281789413579743,0.01528716425193091,0.004255934984293321,0.3718053898597709,0.13096659703265873,0.231683800380187,0.04315703755584602,-0.00283675821473541,0.0012190822986016538,0.05308524235472099,0.009886933622113715
426,HD12740,31.547617,49.156295,MW,B1.5II,250556170,0.98670053,-4.302508632787845,-0.09599971771240234,-0.055448055267333984,1.0839999914169312,23000.0,700.0,3.699801194037659,0.00343089978559874,,1.295281777615096,,-0.06928570330841545,,0.040398740818468,,1.461659176936355,,0.3762740242126543,,-0.00856742285895901,,0.0852812506441003,
427,HD13267,32.87163916666666,57.64554555555556,MW,B6Ia,347394260,0.9868767433333332,-5.908122272734488,0.16900014877319336,0.5257668495178223,1.7890000343322754,15000.0,,4.097254886190012,0.01606541926351686,0.0032283656489854756,1.627404907041272,0.0469668458070594,-0.1740215350190663,0.3568698772292326,0.009930777090702768,0.007265405911099091,0.08506458325009948,0.035281836898466507,0.1329011509883712,0.02854308237491704,-6.7713344418539e-05,0.00037913036211192176,0.03066658888652267,0.006553655625029013
428,HD13256,32.9329575902,60.71236121666,MW,B1Ia,12224204,0.99127549,-7.528620799583443,0.7239999771118164,1.7425856590270996,0.9700000286102295,,,,0.01431455509737134,,1.693340732639302,,-0.8976521687062871,,0.009578048149106911,,0.03847550839345493,,0.09339337412644463,,8.74089612319167e-05,,0.02156607790610931,
429,HD13402,33.23857147923,59.5385506833,MW,B0.5Ib,347576891,0.99053633,-5.450423908790103,0.22799968719482422,0.8552279472351074,0.9279999732971191,,,,0.009453849866986275,,1.740803514245021,,1.668490662100586,,0.01475537147294849,,0.3895350733539812,,0.2513774336931611,,-0.00263693522695457,,0.05777585626325937,
430,2MASSJ02132541-7431203,33.35590782624,-74.5223064766,SMC,B6Ia,50381395,,-6.708958188091852,-0.0010004043579101562,-0.05834484100341797,1.1670000553131104,,,,,,,,,,,,,,,,,,,
431,HD236954,33.405618,59.170801,MW,B3Ib-II,347577948,0.93881643,-4.0153092036344376,0.23099994659423828,0.9329385757446289,0.9129999876022339,19600.0,1400.0,3.581914135393192,0.006663732579909265,,1.593848472798702,,-0.2443010770386586,,0.03002847527828113,,0.6989170844993247,,0.3112517401981097,,-0.00134056208541728,,0.0718638473106669,
432,2MASSJ02141592-7357521,33.56636920453,-73.96451268069,SMC,B8I,50381198,,-6.3329587374082585,-0.005000114440917969,0.07513427734375,1.1139999628067017,,,,,,,,,,,,,,,,,,,
433,HD13659,33.777118,56.926522,MW,B1Ib,347770664,0.98273271,-4.3575341186868,0.11700010299682617,0.6760473251342773,1.2120000123977661,24300.0,500.0,3.8953149443605364,0.007465127622708678,,1.418502051495268,,-0.2714700116709913,,0.02407455345586332,,0.9490137399358756,,0.3520346168728086,,-0.00790669673851007,,0.07985107978620448,
434,HD13716,33.9141966454,57.76331865149,MW,B1.5Ib,347945544,0.98241067,-4.073865893906184,0.043999671936035156,0.4600386619567871,1.065999984741211,,,,0.01129776600282639,,1.435950217036045,,1.193355715799491,,0.01527310380533264,,0.2525870059598109,,0.1910578902224258,,-0.00432592700834966,,0.04339790440141088,
435,BD+59451,34.04493,59.684922,MW,B1Ib-II,347952386,0.96052563,-4.41002555835939,0.21399974822998047,0.9957666397094727,1.0379999876022339,25300.0,1650.0,3.9653719346705594,0.01042989874258637,,1.53694975867403,,0.00745241099847786,,0.02096815946155837,,0.6718466567478971,,0.3193563898784154,,-0.0019745368541895,,0.07365621514715458,
436,HD13841,34.193231,57.029366,MW,B1.5Ib,348022786,0.96711338,-4.996539839236689,0.03399991989135742,0.35872888565063477,0.9089999794960022,22400.0,550.0,4.033881923303939,0.01185416942462325,,1.470563157760657,,-0.5064686891773893,,0.01682630080248512,,0.371842048023077,,0.231418651551119,,-0.00340071515007122,,0.0530343565698069,
437,HD13854,34.215559,57.055223,MW,B1Iab,348022725,0.9913963266666667,-6.041106334482109,0.1659998893737793,0.4334278106689453,0.968999981880188,22500.0,300.0,4.161619922412737,0.0219418687823539,0.007544748048401652,2.027229039906098,0.19517957062990546,0.2149685200391442,0.3739105514964248,0.006152106697737354,0.0017888954103090127,0.1667836398249068,0.045036424487585526,0.1670654242295581,0.014616004828560436,-0.00394985334668641,0.0017225654766474523,0.03771306573631367,0.003260108117701862
438,HD13866,34.239999,56.718809,MW,BC2Ib,348136579,0.98341107,-4.327577338034292,0.0409998893737793,0.28768014907836914,1.0119999647140503,21500.0,500.0,3.912643689629709,0.01559980842284858,,1.515285349860472,,0.1057298045605351,,0.0121667098110277,,0.3734496481519665,,0.2508928604558121,,-0.00268602076584651,,0.05765656464231348,
439,HD14053,34.596128,57.010194,MW,B0.7II,264613619,0.9231237366666667,-4.2033970374686085,0.03900003433227539,0.35611724853515625,5.216000080108643,25100.0,450.0,3.6915847358914404,0.01068535579058031,0.0008804917957164507,3.171861490276604,0.4106910409683226,-0.029628393496295,0.019098835885304064,0.05528804680008342,0.0012599908233809844,1.859140972267033,0.21211413057391276,0.4656364833189158,0.02241156564377958,-0.01228431185710176,0.006398438885417751,0.1002033803614948,0.002832631869312657
440,HD14052,34.61744,57.208406,MW,B1Ib-II,264612788,0.85719824,-4.33185813839512,0.09400033950805664,0.4539470672607422,1.059000015258789,24000.0,750.0,3.833734816813712,0.009837923804298043,,1.453498038207261,,-0.156287087690452,,0.01915609629821382,,0.7140962036167345,,0.3204707169468028,,-0.00515951985400829,,0.07340092236352098,
441,BD+56501,34.62430678879,57.15087913123,MW,B0.5I,264613043,0.8596290166666667,-2.8286221123184383,0.0710000991821289,0.36842918395996094,0.9850000143051147,,,,0.006109695221918325,0.0011031770704437924,1.910322998820779,0.07882090620788668,-0.159118073811865,0.10064447424370963,0.07383667031344625,0.0004703929619219698,3.176928380664137,0.13180479795847022,0.4386185070243342,0.007263852148148592,-0.02819159855391009,0.0006127922941306362,0.08050334644258952,0.0014125258726876643
442,HD14010,34.6861935556,64.42492939877,MW,B9Ia,374400796,0.97650319,-6.413516286169905,0.3210000991821289,0.8988537788391113,0.9580000042915344,,,,0.01074883528053761,,1.886915727388295,,-0.04924544018040292,,0.005177323323841574,,0.07211463997862526,,0.129827175315474,,9.08370091282903e-05,,0.0299893465779593,
443,HD14134,34.768593,57.135499,MW,B3Ia,264730431,0.85923135,-6.359427392215277,0.2630000114440918,0.7134623527526855,0.9599999785423279,16700.0,350.0,4.113755734557621,0.01973565947264433,,1.485228292450087,,-0.581837826232662,,0.002847527828112865,,0.08046898513300578,,0.133184860535716,,-0.0010922220076027,,0.03068578146260897,
444,BD+56527,34.793499,57.13062,MW,B1.5II,264730392,,-4.370061768269764,0.1400003433227539,0.5948357582092285,0.9850000143051147,22800.0,900.0,3.8946292379691028,,,,,,,,,,,,,,,,
445,HD14143,34.808092,57.169186,MW,B2Ia,264730653,0.9726230499999999,-6.461924252975816,0.22300004959106445,0.7509193420410156,0.9760000109672546,19900.0,400.0,4.088302155606114,0.02561595605220646,0.0014596340479329228,1.989038875041165,0.038479247490952884,-0.02124060114931564,0.2143538016581508,0.004376232773851205,0.0010109726133541823,0.1111384452864427,0.018164363758139353,0.1518133198003362,0.007092101547536478,-0.00192791086751917,0.0008486451351664262,0.03485017252484574,0.0014926604246416966
446,BD+59461,34.841765,59.727329,MW,B1II,264738868,0.9353596,-3.34011829515698,0.18500041961669922,0.719050407409668,0.8610000014305115,23600.0,850.0,3.454537861847714,0.002110605477355421,,0.9585919690700284,,0.4338235541569387,,0.1260678229355423,,1.189984516232174,,0.1675401725392172,,0.004519835996728513,,0.03565675261412671,
447,HD14302,35.142234,56.329982,MW,B1.5Ib-II,348312601,0.97979814,-3.9384452317378695,0.03900003433227539,0.39562034606933594,0.9380000233650208,22700.0,400.0,3.736993278739779,0.004550145007669926,,1.20402915256886,,-0.2486725892315317,,0.04193631892311675,,1.091391675457922,,0.3684609507942572,,-0.00385762960832743,,0.08482178682879615,
448,HD14322,35.178827500000004,55.909077777777775,MW,B8Ib,348311623,0.95916224,-6.051096993713422,0.15700006484985352,0.5110960006713867,0.9319999814033508,13000.0,,3.9986632591946347,0.01636468060314655,,1.389044827259694,,0.05768767584078142,,0.007765984985762361,,0.1033231711994982,,0.1401849025965139,,-0.00142902385020911,,0.03220482141184156,
449,HD14357,35.293435,56.865631,MW,B1.5II,348506748,0.901477,-3.924410935686886,0.06199979782104492,0.45325469970703125,0.9309999942779541,21800.0,700.0,3.756715824385707,0.00602641263200591,0.0008415014402923917,1.401758559265517,0.08392585927974681,-0.1865875098341449,0.11610789360137737,0.03845830125016561,0.005145587066220679,1.083229839904728,0.183615271681324,0.3383159673172407,0.022051222011051645,-0.00668149614343293,0.0027364230116951,0.0767342612419789,0.0052670237540087955
450,HD14422,35.46171290625,57.38656785114,MW,B1Ie,348443738,0.9036535,-3.9366456243618693,0.2779998779296875,0.8700361251831055,1.0130000114440918,,,,0.003056810819543898,,1.324341867154128,,0.009820754962472124,,0.04217335058214747,,0.7039615485375261,,0.2674899357997971,,0.001221243605045082,,0.06161853837893585,
451,HD14443,35.50245,57.144949,MW,BC1.5Ib,348607688,0.98427349,-4.547708755946374,0.07800006866455078,0.4995894432067871,0.9810000061988831,22300.0,550.0,3.8361093021599304,0.006635465018916875,,1.591768108301589,,-0.1436445775192627,,0.03180803571428571,,1.4395231894639,,0.4313896863701696,,-0.00750387419691892,,0.09859982742804008,
452,BD+56574,35.530785,57.111745,MW,BC1.5Ib-II,348607543,0.7597658,-4.019518315530519,0.057000160217285156,0.44818687438964844,0.925000011920929,22700.0,750.0,3.8269932787397787,0.008256039349362254,,1.311223878045768,,-0.3209048687437508,,0.0315816722754336,,0.7304968878104974,,0.3065508971137521,,-0.00328814735207932,,0.07051923500110541,
453,HD14476,35.570598,57.271898,MW,B1II,348608214,0.83041549,-4.0444942126623005,0.11499977111816406,0.5542020797729492,0.953000009059906,24700.0,900.0,3.7236776630059505,0.007916531176306307,,1.480118070759639,,-0.3127069118284938,,0.0401242557597722,,0.6597588697394526,,0.2425593985490913,,-0.00494393011038614,,0.05523112649023318,
454,HD14520,35.681463,57.086794,MW,B1.5II,348671822,0.841163425,-3.2769191310478405,0.03899955749511719,0.45543956756591797,0.9869999885559082,23000.0,1650.0,3.5298011940376592,0.001763271575327963,0.00014412292512133718,1.212891168628816,0.05271470412520429,0.003425307670123516,0.012195008516394426,0.1180126330109829,0.015295944783298557,1.257283733575674,0.0317187942875331,0.150120547718823,0.0009135881698135451,0.001353873218369785,0.0026505223661544243,0.03156684942857599,9.370893386630857e-05
455,HD14542,35.75177458333333,57.387005555555554,MW,B8Ia,348670894,0.98298013,-6.391153463716623,0.33099985122680664,0.9429278373718262,0.9309999942779541,12500.0,,4.030529901999514,0.0083449671510607,,1.531624900219866,,-0.5146219970046778,,0.006989386487186125,,0.04959057822569553,,0.1059967835348175,,0.000288513353514263,,0.02449470299719882,
456,HD14661,36.009268,57.353916,MW,B1.5I,445615948,0.96740097,-3.8483107045647245,0.13499975204467773,0.7981863021850586,1.0140000581741333,24600.0,1000.0,3.6566302783808045,0.005730894859880209,,1.260368517506982,,-0.3265236481916212,,0.03675899559927517,,1.043300903801261,,0.3275311120293379,,-0.00524063304006408,,0.07498331965943822,
457,HD236961,36.19306168654,57.46420724139,MW,B1II,445631481,0.96806717,-3.8966320543374557,0.11399984359741211,0.7816181182861328,1.0460000038146973,,,,0.006580762332305312,,1.340964918609201,,-0.309305372100059,,0.02873414444732074,,0.9292217577689169,,0.356650588757021,,-0.00390208611558253,,0.08211485687646562,
458,HD14818,36.316748,56.609867,MW,B2Ia,445661849,0.9897276766666666,-6.21662021695704,0.15400028228759766,0.45658302307128906,0.949999988079071,20300.0,300.0,4.1028740016201395,0.0183574160716186,0.0035423702492686842,1.954208059759005,0.5285476807652698,0.2963694989675861,0.3523393261359287,0.006597055183188334,0.0032452764067089396,0.1067691126641158,0.02283612478806353,0.1449725336685616,0.014904730930073011,-0.00191364667033794,0.0006418399204833673,0.03329869735126536,0.003417004920704846
459,HD14956,36.690368,57.67919,MW,B1.5Ia,259946698,0.99066967,-6.825228795167341,0.3319997787475586,1.0183229446411133,0.9700000286102295,21100.0,250.0,4.050019671158059,0.03310400526970625,,1.9288298952422,,0.2941949325331487,,0.00802485115195444,,0.07972427873473786,,0.1338886595340643,,-0.00069804368013527,,0.03087982985663067,
