line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
 10  7.476516015552982E+05   39.572220  5.374545  4.634476  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5983  4.634476   -6.225  0.486913  7.606894  6.4142240E-01  3.4483720E-01  6.2755950E-05  1.7184178E-05  7.7341303E-03  6.2103897E-04  1.4936938E-06  1.8792008E-09  1.8622035E-03  6.5791201E-07  2.404E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.158275  0.0000000E+00  0.0000000000E+00       4.152     8.74   -8.6864   -4.7023   -1.1792   -0.3449   -0.1484   -0.4360   -0.2334   -0.0374   -0.9848   -0.0774   -0.3025    0.3730         1   -3.9841
 11  8.253333358736105E+05   39.525478  5.378058  4.633483  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5950  4.633483   -6.217  0.486947  7.607312  6.3307090E-01  3.5320040E-01  6.3304818E-05  1.7333331E-05  7.8162088E-03  5.2652723E-04  1.2716556E-06  1.5929627E-09  1.8609373E-03  7.0074631E-07  2.396E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.159749  0.0000000E+00  0.0000000000E+00       4.144     8.82   -8.6951   -4.7177   -1.1790   -0.3446   -0.1484   -0.4357   -0.2332   -0.0374   -0.9838   -0.0774   -0.3023    0.3728         1   -3.9775
 12  9.025578216094277E+05   39.478143  5.381472  4.632452  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5909  4.632452   -6.209  0.487008  7.607750  6.2465240E-01  3.6162840E-01  6.3969012E-05  1.7516171E-05  7.8820747E-03  4.5031873E-04  1.0820307E-06  1.3607118E-09  1.8596698E-03  7.4656120E-07  2.375E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.161202  0.0000000E+00  0.0000000000E+00       4.136     8.90   -8.7037   -4.7331   -1.1788   -0.3443   -0.1483   -0.4355   -0.2329   -0.0373   -0.9828   -0.0773   -0.3021    0.3726         1   -3.9706
 13  9.779646558116105E+05   39.431059  5.384870  4.631399  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5881  4.631399   -6.201  0.487254  7.608229  6.1629760E-01  3.6999070E-01  6.4533620E-05  1.7671717E-05  7.9344651E-03  3.8964101E-04  9.3116911E-07  1.1757649E-09  1.8584182E-03  7.9377812E-07  2.343E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.162663  0.0000000E+00  0.0000000000E+00       4.128     8.97   -8.7122   -4.7486   -1.1786   -0.3440   -0.1482   -0.4352   -0.2327   -0.0373   -0.9817   -0.0772   -0.3019    0.3723         1   -3.9635
 14  1.052808070836681E+06   39.383470  5.388355  4.630334  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5848  4.630334   -6.193  0.487635  7.608746  6.0788880E-01  3.7840560E-01  6.5047416E-05  1.7814709E-05  7.9768130E-03  3.4049855E-04  8.0708102E-07  1.0241215E-09  1.8571625E-03  8.4285044E-07  2.303E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.164171  0.0000000E+00  0.0000000000E+00       4.119     9.05   -8.7209   -4.7645   -1.1784   -0.3436   -0.1481   -0.4349   -0.2324   -0.0372   -0.9806   -0.0771   -0.3018    0.3721         1   -3.9564
 15  1.126956978189580E+06   39.335464  5.391832  4.629257  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5818  4.629257   -6.185  0.488171  7.609310  5.9944310E-01  3.8685610E-01  6.5437368E-05  1.7920919E-05  8.0110987E-03  3.0075398E-04  7.1126231E-07  9.0518770E-10  1.8559039E-03  8.9252792E-07  2.256E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.165693  0.0000000E+00  0.0000000000E+00       4.111     9.14   -8.7296   -4.7804   -1.1782   -0.3433   -0.1480   -0.4346   -0.2321   -0.0372   -0.9795   -0.0771   -0.3016    0.3719         1   -3.9492
 16  1.199299348526970E+06   39.287780  5.395132  4.628185  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707438E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5791  4.628185   -6.177  0.488732  7.609877  5.9108640E-01  3.9521670E-01  6.5816937E-05  1.8026028E-05  8.0384034E-03  2.6898703E-04  6.3241301E-07  8.0840233E-10  1.8546598E-03  9.4317290E-07  2.205E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.167160  0.0000000E+00  0.0000000000E+00       4.103     9.22   -8.7378   -4.7958   -1.1780   -0.3430   -0.1479   -0.4344   -0.2319   -0.0371   -0.9784   -0.0770   -0.3014    0.3716         1   -3.9421
 17  1.271251965244072E+06   39.239494  5.398509  4.627086  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707438E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5752  4.627086   -6.170  0.489363  7.610472  5.8263920E-01  4.0366700E-01  6.6164657E-05  1.8122458E-05  8.0606685E-03  2.4301968E-04  5.6755813E-07  7.2887196E-10  1.8534023E-03  9.9540965E-07  2.149E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.168671  0.0000000E+00  0.0000000000E+00       4.095     9.30   -8.7463   -4.8116   -1.1778   -0.3426   -0.1479   -0.4341   -0.2316   -0.0371   -0.9773   -0.0769   -0.3012    0.3714         1   -3.9347
 18  1.341282642282592E+06   39.191670  5.401898  4.625953  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707439E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5722  4.625953   -6.162  0.490131  7.611087  5.7430400E-01  4.1200460E-01  6.6452801E-05  1.8202115E-05  8.0784396E-03  2.2227526E-04  5.1674736E-07  6.6613041E-10  1.8521609E-03  1.0464623E-06  2.092E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.170200  0.0000000E+00  0.0000000000E+00       4.086     9.38   -8.7547   -4.8276   -1.1775   -0.3423   -0.1478   -0.4338   -0.2313   -0.0370   -0.9762   -0.0768   -0.3010    0.3711         1   -3.9271
 19  1.410837639250650E+06   39.143348  5.405207  4.624778  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707440E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5693  4.624778   -6.154  0.490925  7.611716  5.6592010E-01  4.2039050E-01  6.6740644E-05  1.8282339E-05  8.0928753E-03  2.0533448E-04  4.7442710E-07  6.1442713E-10  1.8509110E-03  1.0988030E-06  2.032E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.171714  0.0000000E+00  0.0000000000E+00       4.078     9.47   -8.7630   -4.8437   -1.1772   -0.3419   -0.1477   -0.4334   -0.2311   -0.0370   -0.9750   -0.0767   -0.3008    0.3709         1   -3.9193
 20  1.478611346488231E+06   39.095440  5.408428  4.623586  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707441E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5658  4.623586   -6.147  0.491750  7.612349  5.5761620E-01  4.2869590E-01  6.7009472E-05  1.8357012E-05  8.1044416E-03  1.9169772E-04  4.4017642E-07  5.7274926E-10  1.8496714E-03  1.1506994E-06  1.971E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.173204  0.0000000E+00  0.0000000000E+00       4.069     9.56   -8.7711   -4.8598   -1.1770   -0.3416   -0.1476   -0.4331   -0.2308   -0.0370   -0.9738   -0.0766   -0.3005    0.3706         1   -3.9113
 21  1.546989405255320E+06   39.046284  5.411823  4.622293  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707443E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5630  4.622293   -6.140  0.492668  7.613001  5.4912750E-01  4.3718600E-01  6.7421974E-05  1.8469669E-05  8.1137732E-03  1.8037266E-04  4.1017528E-07  5.3892043E-10  1.8484020E-03  1.2031651E-06  1.909E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.174783  0.0000000E+00  0.0000000000E+00       4.060     9.65   -8.7796   -4.8769   -1.1766   -0.3412   -0.1475   -0.4328   -0.2304   -0.0369   -0.9724   -0.0766   -0.3003    0.3703         1   -3.9026
 22  1.612725584479131E+06   38.998231  5.415000  4.621067  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707444E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5596  4.621067   -6.133  0.493638  7.613671  5.4085680E-01  4.4545760E-01  6.7485499E-05  1.8489410E-05  8.1215552E-03  1.7138981E-04  3.8898300E-07  5.1062822E-10  1.8471628E-03  1.2546325E-06  1.848E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.176283  0.0000000E+00  0.0000000000E+00       4.051     9.74   -8.7875   -4.8931   -1.1763   -0.3408   -0.1474   -0.4324   -0.2301   -0.0368   -0.9712   -0.0765   -0.3001    0.3700         1   -3.8944
 23  1.679048027854530E+06   38.948928  5.418289  4.619740  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707446E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5567  4.619740   -6.125  0.494689  7.614360  5.3238120E-01  4.5393390E-01  6.7721301E-05  1.8555469E-05  8.1277924E-03  1.6388411E-04  3.6957041E-07  4.8751980E-10  1.8458902E-03  1.3073050E-06  1.785E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.177848  0.0000000E+00  0.0000000000E+00       4.042     9.84   -8.7957   -4.9102   -1.1760   -0.3404   -0.1473   -0.4321   -0.2298   -0.0368   -0.9698   -0.0764   -0.2998    0.3697         1   -3.8855
 24  1.743666447269170E+06   38.900100  5.421538  4.618391  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707449E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5538  4.618391   -6.118  0.495778  7.615051  5.2400350E-01  4.6231230E-01  6.7950399E-05  1.8619499E-05  8.1327628E-03  1.5783456E-04  3.5347573E-07  4.6860474E-10  1.8446294E-03  1.3587248E-06  1.724E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.179409  0.0000000E+00  0.0000000000E+00       4.033     9.94   -8.8038   -4.9274   -1.1756   -0.3400   -0.1471   -0.4317   -0.2295   -0.0367   -0.9684   -0.0763   -0.2996    0.3694         1   -3.8764
 25  1.807751774243151E+06   38.850890  5.424784  4.616966  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707453E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5507  4.616966   -6.111  0.496930  7.615757  5.1557380E-01  4.7074240E-01  6.8148389E-05  1.8674685E-05  8.1368355E-03  1.5286032E-04  3.4062774E-07  4.5344391E-10  1.8433576E-03  1.4090334E-06  1.664E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.180984  0.0000000E+00  0.0000000000E+00       4.023    10.04   -8.8120   -4.9451   -1.1752   -0.3395   -0.1470   -0.4313   -0.2291   -0.0367   -0.9669   -0.0761   -0.2993    0.3690         1   -3.8669
 26  1.870065330412561E+06   38.802278  5.427975  4.615537  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707457E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5478  4.615537   -6.104  0.498127  7.616467  5.0726520E-01  4.7905130E-01  6.8365498E-05  1.8735410E-05  8.1400457E-03  1.4883779E-04  3.2955568E-07  4.4087046E-10  1.8421010E-03  1.4586377E-06  1.605E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.182547  0.0000000E+00  0.0000000000E+00       4.014    10.15   -8.8199   -4.9627   -1.1748   -0.3391   -0.1469   -0.4309   -0.2288   -0.0366   -0.9655   -0.0760   -0.2990    0.3687         1   -3.8573
 27  1.931992112785051E+06   38.753214  5.431160  4.614052  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707461E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5449  4.614052   -6.098  0.499373  7.617189  4.9889500E-01  4.8742170E-01  6.8581261E-05  1.8795785E-05  8.1426549E-03  1.4550283E-04  3.2009885E-07  4.3036096E-10  1.8408318E-03  1.5075841E-06  1.547E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.184123  0.0000000E+00  0.0000000000E+00       4.004    10.25   -8.8279   -4.9806   -1.1743   -0.3386   -0.1468   -0.4304   -0.2284   -0.0366   -0.9639   -0.0759   -0.2987    0.3683         1   -3.8473
 28  1.993533625480951E+06   38.703696  5.434313  4.612540  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707465E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5419  4.612540   -6.091  0.500616  7.617914  4.9045620E-01  4.9586080E-01  6.8830449E-05  1.8868099E-05  8.1447198E-03  1.4273038E-04  3.1096282E-07  4.2061842E-10  1.8395488E-03  1.5564201E-06  1.490E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.185702  0.0000000E+00  0.0000000000E+00       3.995    10.36   -8.8358   -4.9984   -1.1739   -0.3382   -0.1466   -0.4300   -0.2281   -0.0365   -0.9626   -0.0758   -0.2984    0.3679         1   -3.8374
 29  2.053277047151513E+06   38.654887  5.437376  4.611016  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707475E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5386  4.611016   -6.085  0.501915  7.618652  4.8214120E-01  5.0417580E-01  6.8981361E-05  1.8908080E-05  8.1464850E-03  1.4046796E-04  3.0531355E-07  4.1431796E-10  1.8382811E-03  1.6028622E-06  1.436E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.187252  0.0000000E+00  0.0000000000E+00       3.985    10.47   -8.8434   -5.0160   -1.1734   -0.3378   -0.1464   -0.4295   -0.2278   -0.0365   -0.9614   -0.0757   -0.2981    0.3676         1   -3.8275
 30  2.112630307700960E+06   38.605675  5.440533  4.609390  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707483E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5357  4.609390   -6.078  0.503328  7.619408  4.7376860E-01  5.1254840E-01  6.9194878E-05  1.8967898E-05  8.1478385E-03  1.3856860E-04  2.9922343E-07  4.0812978E-10  1.8370012E-03  1.6494423E-06  1.382E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.188859  0.0000000E+00  0.0000000000E+00       3.975    10.59   -8.8513   -5.0344   -1.1729   -0.3373   -0.1461   -0.4290   -0.2275   -0.0364   -0.9602   -0.0755   -0.2978    0.3671         1   -3.8169
 31  2.171510741741761E+06   38.556142  5.443715  4.607687  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707493E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5328  4.607687   -6.072  0.504790  7.620177  4.6535120E-01  5.2096590E-01  6.9410283E-05  1.9028259E-05  8.1489259E-03  1.3696957E-04  2.9381615E-07  4.0283363E-10  1.8357108E-03  1.6951232E-06  1.330E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.190493  0.0000000E+00  0.0000000000E+00       3.964    10.71   -8.8593   -5.0534   -1.1724   -0.3368   -0.1459   -0.4285   -0.2272   -0.0364   -0.9588   -0.0754   -0.2975    0.3667         1   -3.8059
