line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
 10  9.002757186753917E+05   31.773910  5.161134  4.609063  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5474  4.609063   -6.581  0.554551  7.595995  6.4173460E-01  3.4452000E-01  5.9627297E-05  1.6305975E-05  7.7052549E-03  6.5902935E-04  1.7739158E-06  2.0453942E-09  1.8633642E-03  3.4201055E-07  2.133E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.120592  0.0000000E+00  0.0000000000E+00       4.168     7.69   -8.1528   -4.3572   -1.1720   -0.3367   -0.1463   -0.4285   -0.2267   -0.0363   -0.9567   -0.0754   -0.2975    0.3667         1   -3.7956
 11  9.943383262193700E+05   31.748952  5.165186  4.608176  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5444  4.608176   -6.572  0.554285  7.596412  6.3332850E-01  3.5293850E-01  6.0413077E-05  1.6521439E-05  7.7911543E-03  5.5980286E-04  1.4993154E-06  1.7354949E-09  1.8621848E-03  3.6969571E-07  2.116E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.121818  0.0000000E+00  0.0000000000E+00       4.160     7.76   -8.1630   -4.3731   -1.1717   -0.3364   -0.1462   -0.4283   -0.2265   -0.0362   -0.9558   -0.0753   -0.2973    0.3665         1   -3.7899
 12  1.085999366596120E+06   31.724151  5.169094  4.607272  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5414  4.607272   -6.564  0.554077  7.596841  6.2500720E-01  3.6126970E-01  6.1290836E-05  1.6764297E-05  7.8592026E-03  4.8077901E-04  1.2699643E-06  1.4876854E-09  1.8610252E-03  3.9943725E-07  2.088E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.123016  0.0000000E+00  0.0000000000E+00       4.152     7.82   -8.1727   -4.3887   -1.1713   -0.3362   -0.1461   -0.4280   -0.2263   -0.0362   -0.9549   -0.0753   -0.2971    0.3663         1   -3.7840
 13  1.177299139838011E+06   31.698961  5.173031  4.606409  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5380  4.606409   -6.555  0.554190  7.597382  6.1658140E-01  3.6970350E-01  6.1663227E-05  1.6865289E-05  7.9152913E-03  4.1621459E-04  1.1013985E-06  1.2865411E-09  1.8598566E-03  4.3120288E-07  2.050E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.124235  0.0000000E+00  0.0000000000E+00       4.145     7.89   -8.1826   -4.4041   -1.1710   -0.3359   -0.1461   -0.4277   -0.2261   -0.0362   -0.9541   -0.0752   -0.2970    0.3661         1   -3.7785
 14  1.266072767686970E+06   31.673991  5.176971  4.605532  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5349  4.605532   -6.547  0.554386  7.597926  6.0826240E-01  3.7802890E-01  6.2154771E-05  1.7000510E-05  7.9598265E-03  3.6462846E-04  9.5947954E-07  1.1256876E-09  1.8587062E-03  4.6449836E-07  2.007E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.125466  0.0000000E+00  0.0000000000E+00       4.137     7.96   -8.1924   -4.4196   -1.1707   -0.3356   -0.1460   -0.4275   -0.2258   -0.0361   -0.9532   -0.0751   -0.2968    0.3658         1   -3.7728
 15  1.353692318171289E+06   31.648872  5.180909  4.604643  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5320  4.604643   -6.539  0.554640  7.598484  5.9992850E-01  3.8636800E-01  6.2666081E-05  1.7144088E-05  7.9959082E-03  3.2264634E-04  8.3939322E-07  9.9193878E-10  1.8575555E-03  5.0020973E-07  1.959E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.126709  0.0000000E+00  0.0000000000E+00       4.129     8.03   -8.2023   -4.4352   -1.1704   -0.3354   -0.1459   -0.4272   -0.2256   -0.0361   -0.9523   -0.0750   -0.2966    0.3656         1   -3.7671
 16  1.440008970730040E+06   31.623655  5.184812  4.603721  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5292  4.603721   -6.530  0.555070  7.599094  5.9159250E-01  3.9470820E-01  6.2996356E-05  1.7232567E-05  8.0253775E-03  2.8850232E-04  7.4925483E-07  8.8781543E-10  1.8564050E-03  5.3734174E-07  1.907E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.127955  0.0000000E+00  0.0000000000E+00       4.121     8.10   -8.2120   -4.4509   -1.1700   -0.3351   -0.1458   -0.4269   -0.2254   -0.0361   -0.9514   -0.0750   -0.2964    0.3654         1   -3.7612
 17  1.525058315465719E+06   31.598344  5.188681  4.602749  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5262  4.602749   -6.522  0.555463  7.599683  5.8326040E-01  4.0304370E-01  6.3475046E-05  1.7368080E-05  8.0490748E-03  2.6069073E-04  6.6824094E-07  7.9905608E-10  1.8552546E-03  5.7682209E-07  1.853E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.129203  0.0000000E+00  0.0000000000E+00       4.113     8.17   -8.2217   -4.4668   -1.1696   -0.3348   -0.1457   -0.4266   -0.2252   -0.0360   -0.9504   -0.0749   -0.2962    0.3651         1   -3.7549
 18  1.610396306681348E+06   31.572466  5.192484  4.601783  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5229  4.601783   -6.514  0.555990  7.600339  5.7475940E-01  4.1154750E-01  6.3685668E-05  1.7423526E-05  8.0690237E-03  2.3759865E-04  6.0871565E-07  7.2873161E-10  1.8540795E-03  6.1852259E-07  1.796E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.130446  0.0000000E+00  0.0000000000E+00       4.105     8.24   -8.2312   -4.4826   -1.1693   -0.3345   -0.1456   -0.4263   -0.2249   -0.0360   -0.9495   -0.0748   -0.2960    0.3648         1   -3.7486
 19  1.691538566163200E+06   31.547406  5.196274  4.600797  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5202  4.600797   -6.507  0.556587  7.600976  5.6654950E-01  4.1975960E-01  6.3974568E-05  1.7503473E-05  8.0845671E-03  2.1939825E-04  5.5855611E-07  6.7188927E-10  1.8529428E-03  6.6075968E-07  1.740E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.131694  0.0000000E+00  0.0000000000E+00       4.097     8.32   -8.2407   -4.4985   -1.1689   -0.3342   -0.1455   -0.4260   -0.2247   -0.0359   -0.9485   -0.0747   -0.2958    0.3646         1   -3.7422
 20  1.773143884167651E+06   31.521750  5.200130  4.599775  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5174  4.599775   -6.499  0.557230  7.601630  5.5817670E-01  4.2813420E-01  6.4287162E-05  1.7591225E-05  8.0974406E-03  2.0420210E-04  5.1475473E-07  6.2307102E-10  1.8517810E-03  7.0621296E-07  1.682E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.132977  0.0000000E+00  0.0000000000E+00       4.089     8.39   -8.2503   -4.5147   -1.1684   -0.3339   -0.1454   -0.4257   -0.2245   -0.0359   -0.9474   -0.0746   -0.2956    0.3643         1   -3.7356
 21  1.853566193503680E+06   31.496010  5.203949  4.598695  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5146  4.598695   -6.491  0.557958  7.602306  5.4980180E-01  4.3651050E-01  6.4530994E-05  1.7657814E-05  8.1079821E-03  1.9177897E-04  4.8140171E-07  5.8528925E-10  1.8506161E-03  7.5279598E-07  1.624E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.134261  0.0000000E+00  0.0000000000E+00       4.080     8.47   -8.2599   -4.5313   -1.1680   -0.3336   -0.1453   -0.4253   -0.2242   -0.0359   -0.9463   -0.0745   -0.2953    0.3640         1   -3.7286
 22  1.933123985852938E+06   31.470092  5.207603  4.597604  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5113  4.597604   -6.483  0.558629  7.602980  5.4138150E-01  4.4493190E-01  6.4774180E-05  1.7725812E-05  8.1165899E-03  1.8156042E-04  4.5274344E-07  5.5318883E-10  1.8494416E-03  8.0134454E-07  1.567E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.135507  0.0000000E+00  0.0000000000E+00       4.072     8.55   -8.2690   -4.5475   -1.1675   -0.3332   -0.1452   -0.4250   -0.2239   -0.0358   -0.9452   -0.0744   -0.2951    0.3637         1   -3.7215
 23  2.010722226666500E+06   31.444366  5.211375  4.596487  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5086  4.596487   -6.476  0.559457  7.603673  5.3303600E-01  4.5327830E-01  6.4987565E-05  1.7784973E-05  8.1235547E-03  1.7326514E-04  4.2957245E-07  5.2713934E-10  1.8482739E-03  8.5062138E-07  1.510E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.136801  0.0000000E+00  0.0000000000E+00       4.063     8.63   -8.2784   -4.5642   -1.1670   -0.3329   -0.1451   -0.4246   -0.2237   -0.0358   -0.9441   -0.0744   -0.2949    0.3634         1   -3.7142
 24  2.087768326151201E+06   31.418384  5.215153  4.595322  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5058  4.595322   -6.468  0.560333  7.604376  5.2463530E-01  4.6167980E-01  6.5217827E-05  1.7848984E-05  8.1292331E-03  1.6640838E-04  4.0978692E-07  5.0544544E-10  1.8470948E-03  9.0214261E-07  1.454E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.138110  0.0000000E+00  0.0000000000E+00       4.054     8.72   -8.2879   -4.5813   -1.1665   -0.3325   -0.1449   -0.4242   -0.2234   -0.0357   -0.9429   -0.0743   -0.2946    0.3631         1   -3.7066
 25  2.162980271832348E+06   31.392591  5.218786  4.594144  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707438E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5032  4.594144   -6.461  0.561204  7.605078  5.1631440E-01  4.7000120E-01  6.5437193E-05  1.7910478E-05  8.1338121E-03  1.6082274E-04  3.9317782E-07  4.8744740E-10  1.8459230E-03  9.5426065E-07  1.400E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.139385  0.0000000E+00  0.0000000000E+00       4.046     8.80   -8.2970   -4.5980   -1.1660   -0.3322   -0.1448   -0.4238   -0.2231   -0.0357   -0.9417   -0.0741   -0.2944    0.3628         1   -3.6990
 26  2.237571730041771E+06   31.366577  5.222437  4.592912  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707438E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4999  4.592912   -6.454  0.562123  7.605796  5.0791620E-01  4.7839980E-01  6.5632533E-05  1.7964826E-05  8.1376016E-03  1.5617720E-04  3.7976237E-07  4.7287847E-10  1.8447361E-03  1.0070060E-06  1.346E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.140678  0.0000000E+00  0.0000000000E+00       4.037     8.89   -8.3061   -4.6152   -1.1654   -0.3318   -0.1447   -0.4234   -0.2228   -0.0356   -0.9405   -0.0740   -0.2941    0.3624         1   -3.6909
 27  2.310100953818329E+06   31.340872  5.226103  4.591627  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707438E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4973  4.591627   -6.447  0.563141  7.606518  4.9963410E-01  4.8668230E-01  6.5847641E-05  1.8024727E-05  8.1406113E-03  1.5238822E-04  3.6803382E-07  4.6065680E-10  1.8435617E-03  1.0605070E-06  1.295E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.141987  0.0000000E+00  0.0000000000E+00       4.027     8.98   -8.3153   -4.6327   -1.1648   -0.3314   -0.1445   -0.4230   -0.2225   -0.0356   -0.9392   -0.0739   -0.2938    0.3621         1   -3.6825
 28  2.382324791389521E+06   31.314866  5.229800  4.590312  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707439E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4945  4.590312   -6.440  0.564213  7.607257  4.9127330E-01  4.9504330E-01  6.6062946E-05  1.8084695E-05  8.1430802E-03  1.4921545E-04  3.5782499E-07  4.5025447E-10  1.8423719E-03  1.1150855E-06  1.244E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.143320  0.0000000E+00  0.0000000000E+00       4.018     9.07   -8.3245   -4.6505   -1.1641   -0.3310   -0.1444   -0.4225   -0.2221   -0.0355   -0.9378   -0.0738   -0.2935    0.3617         1   -3.6740
 29  2.453711712799610E+06   31.288746  5.233297  4.589002  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707439E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4914  4.589002   -6.433  0.565167  7.607979  4.8287170E-01  5.0344510E-01  6.6428987E-05  1.8185461E-05  8.1448719E-03  1.4656506E-04  3.4789117E-07  4.4228870E-10  1.8411719E-03  1.1696264E-06  1.195E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.144599  0.0000000E+00  0.0000000000E+00       4.009     9.16   -8.3332   -4.6678   -1.1635   -0.3306   -0.1443   -0.4221   -0.2218   -0.0355   -0.9365   -0.0737   -0.2932    0.3613         1   -3.6654
 30  2.523636492445891E+06   31.262756  5.236990  4.587645  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707440E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4888  4.587645   -6.427  0.566410  7.608759  4.7451580E-01  5.1180110E-01  6.6462549E-05  1.8196591E-05  8.1467529E-03  1.4436284E-04  3.4177391E-07  4.3430958E-10  1.8399741E-03  1.2244120E-06  1.147E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.145955  0.0000000E+00  0.0000000000E+00       4.000     9.26   -8.3425   -4.6859   -1.1628   -0.3302   -0.1441   -0.4216   -0.2215   -0.0354   -0.9351   -0.0736   -0.2929    0.3609         1   -3.6566
 31  2.592862024295702E+06   31.236632  5.240656  4.586231  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707441E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4860  4.586231   -6.420  0.567644  7.609530  4.6613150E-01  5.2018550E-01  6.6677670E-05  1.8256549E-05  8.1480665E-03  1.4250740E-04  3.3500229E-07  4.2802202E-10  1.8387679E-03  1.2798599E-06  1.101E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.147315  0.0000000E+00  0.0000000000E+00       3.990     9.36   -8.3516   -4.7040   -1.1622   -0.3298   -0.1438   -0.4211   -0.2212   -0.0354   -0.9340   -0.0734   -0.2925    0.3604         1   -3.6477
