line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   19.998014  4.614872  4.553253  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4651  4.553253   -7.593  0.760341  7.577505  7.1687820E-01  2.6882460E-01  2.7591038E-05  7.5206475E-06  3.9050034E-03  5.0411316E-03  1.7233404E-05  1.6392120E-08  1.8761952E-03  5.2467803E-05  2.776E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.054468  0.0000000E+00  0.0000000000E+00       4.290     5.30   -6.7872   -3.3974   -1.1387   -0.3190   -0.1394   -0.4075   -0.2123   -0.0339   -0.8972   -0.0699   -0.2836    0.3490         1   -3.3897
  2  1.712260058594047E+05   19.993638  4.619018  4.549346  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4621  4.549346   -7.591  0.741527  7.571996  7.0844960E-01  2.7742210E-01  3.5417192E-05  9.6532650E-06  5.0819139E-03  3.6870883E-03  1.2961591E-05  1.2094006E-08  1.8745218E-03  3.8010202E-06  8.310E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.055002  0.0000000E+00  0.0000000000E+00       4.270     5.42   -6.7975   -3.4328   -1.1357   -0.3177   -0.1387   -0.4056   -0.2114   -0.0337   -0.8936   -0.0694   -0.2823    0.3474         1   -3.3647
  3  3.388848032634054E+05   19.989316  4.623463  4.547174  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4596  4.547174   -7.586  0.732011  7.569545  7.0019850E-01  2.8577780E-01  4.0220522E-05  1.0962685E-05  5.8029025E-03  2.8577129E-03  1.0157460E-05  9.4049261E-09  1.8731840E-03  4.0606999E-07  1.138E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.055580  0.0000000E+00  0.0000000000E+00       4.257     5.50   -6.8087   -3.4575   -1.1340   -0.3170   -0.1384   -0.4046   -0.2109   -0.0337   -0.8916   -0.0691   -0.2816    0.3465         1   -3.3511
  4  5.029763922120016E+05   19.985025  4.628064  4.545685  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4573  4.545685   -7.579  0.726157  7.568292  6.9206980E-01  2.9397910E-01  4.3578419E-05  1.1877410E-05  6.3022744E-03  2.2832754E-03  8.1553348E-06  7.5275888E-09  1.8720037E-03  7.7772840E-08  1.318E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.056184  0.0000000E+00  0.0000000000E+00       4.246     5.57   -6.8202   -3.4782   -1.1328   -0.3166   -0.1381   -0.4039   -0.2106   -0.0336   -0.8902   -0.0690   -0.2812    0.3459         1   -3.3419
  5  6.706351896160020E+05   19.980565  4.632737  4.544487  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4541  4.544487   -7.571  0.721955  7.567627  6.8366200E-01  3.0244250E-01  4.6177051E-05  1.2585320E-05  6.6844881E-03  1.8435853E-03  6.5959513E-06  6.0831043E-09  1.8708679E-03  4.0745924E-08  1.426E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.056805  0.0000000E+00  0.0000000000E+00       4.237     5.63   -6.8318   -3.4972   -1.1318   -0.3162   -0.1379   -0.4033   -0.2103   -0.0336   -0.8891   -0.0688   -0.2808    0.3454         1   -3.3347
  6  8.311595701091944E+05   19.976213  4.637466  4.543546  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4515  4.543546   -7.563  0.719131  7.567369  6.7548440E-01  3.1066120E-01  4.8134224E-05  1.3119263E-05  6.9682538E-03  1.5171119E-03  5.4254200E-06  5.0066741E-09  1.8698173E-03  3.8704244E-08  1.482E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.057439  0.0000000E+00  0.0000000000E+00       4.228     5.69   -6.8437   -3.5146   -1.1310   -0.3159   -0.1377   -0.4029   -0.2101   -0.0335   -0.8882   -0.0687   -0.2805    0.3451         1   -3.3290
  7  9.916839506023865E+05   19.971775  4.642282  4.542704  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4491  4.542704   -7.554  0.717063  7.567365  6.6719660E-01  3.1898160E-01  4.9719725E-05  1.3551024E-05  7.1929861E-03  1.2585043E-03  4.4923249E-06  4.1526791E-09  1.8687898E-03  4.1234470E-08  1.504E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.058093  0.0000000E+00  0.0000000000E+00       4.220     5.74   -6.8557   -3.5316   -1.1303   -0.3156   -0.1376   -0.4025   -0.2099   -0.0335   -0.8874   -0.0686   -0.2803    0.3447         1   -3.3241
  8  1.148641122640178E+06   19.967347  4.646902  4.541930  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4460  4.541930   -7.545  0.715460  7.567528  6.5895830E-01  3.2724570E-01  5.0988549E-05  1.3897600E-05  7.3699885E-03  1.0547888E-03  3.7548619E-06  3.4786222E-09  1.8677948E-03  4.4729771E-08  1.504E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.058727  0.0000000E+00  0.0000000000E+00       4.212     5.79   -6.8673   -3.5477   -1.1297   -0.3154   -0.1375   -0.4021   -0.2097   -0.0335   -0.8867   -0.0685   -0.2800    0.3444         1   -3.3195
  9  1.305598294677966E+06   19.962827  4.651751  4.541199  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4433  4.541199   -7.536  0.714367  7.567838  6.5057290E-01  3.3565190E-01  5.2059377E-05  1.4189139E-05  7.5140919E-03  8.8887701E-04  3.1528540E-06  2.9295611E-09  1.8668014E-03  4.8794435E-08  1.487E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.059400  0.0000000E+00  0.0000000000E+00       4.204     5.85   -6.8794   -3.5641   -1.1290   -0.3152   -0.1373   -0.4018   -0.2095   -0.0334   -0.8860   -0.0684   -0.2798    0.3442         1   -3.3153
